nama,jurusan,nama_instansi,divisi,tanggal_mulai,tanggal_akhir,status_magang,jenjang,ipk/nilai,mata_kuliah/pelajaran,skill_teknis,sertifikasi,pengalaman_magang,pengalaman_organisasi,proyek_dikerjakan
Saka Januar,Sistem Informasi,Institut Teknologi Nasional Bandung,IKP,4/5/2021,6/2/2021,Selesai,D3,"3,25","Jaringan, Basis Data, Rekayasa Perangkat Lunak, Pemrograman, Manajemen Proyek","AutoCAD, Excel",Microsoft Office Specialist,Magang di Telkom,BEM,Penelitian Sosial
Kezia Sirait,Ilmu Komunikasi,Institut Teknologi Nasional Bandung,IKP,5/5/2021,6/20/2021,Selesai,D3,"3,1","Sosiologi Komunikasi, Fotografi, Jurnalistik, Manajemen Media, Komunikasi Massa","Excel, UI/UX",-,-,Himpunan Mahasiswa,Aplikasi Mobile
Kamila Zulaika,RPL,SMKN 1 Katapang,IKP,5/14/2021,6/14/2021,Selesai,SMK,86,"Desain UI/UX, Sistem Operasi, Jaringan Komputer, Basis Data, Pemrograman","Python, SQL",-,-,OSIS,-
Fitria Samosir,Teknik Informatika,Politeknik Piksi Ganesha Bandung,IKP,4/17/2021,5/20/2021,Selesai,D3,"2,88","Basis Data, Pemrograman Web, Struktur Data, Algoritma, Jaringan Komputer","AutoCAD, Excel",Microsoft Office Specialist,Magang di Telkom,-,-
Siska Mardhiyah,Psikologi,Universitas Langlangbuana,IKP,5/21/2021,6/5/2021,Selesai,D3,"3,82","Psikologi Klinis, Metodologi Psikologi, Teori Kepribadian, Psikologi Sosial, Konseling","AutoCAD, Excel",-,-,-,Aplikasi Mobile
Vanesa Mayasari,IPS,SMKN 2 Baleendah,IKP,5/14/2021,6/17/2021,Selesai,SMA,92,"Bahasa Indonesia, Ekonomi, Sejarah, PPKn, Geografi","Excel, UI/UX",-,Magang di Diskominfo,BEM,Penelitian Sosial
Puti Anastasia Latupono,Sistem Informasi,Universitas Komputer Indonesia,IKP,4/5/2021,5/20/2021,Selesai,D3,"2,99","Rekayasa Perangkat Lunak, Jaringan, Manajemen Proyek, Basis Data, Pemrograman","PHP, Java",Adobe Certified,-,-,Penelitian Sosial
Adikara Permata,Ilmu Komunikasi,Universitas Bale Bandung,IKP,5/9/2021,6/25/2021,Selesai,D3,"2,84","Fotografi, Sosiologi Komunikasi, Manajemen Media, Public Speaking, Komunikasi Massa","PHP, Java",Adobe Certified,Magang di Diskominfo,Himpunan Mahasiswa,Penelitian Sosial
Maida Saragih,IPA,SMKN 1 Katapang,PERSANDIAN,4/4/2021,6/30/2021,Selesai,SMA,93,"Bahasa Inggris, Matematika, Informatika, Kimia, Fisika","Excel, UI/UX",-,Magang di Diskominfo,Himpunan Mahasiswa,Website Kampus
Raisa Prayoga,Teknik Sipil,Universitas Bale Bandung,PERSANDIAN,4/5/2021,6/20/2021,Selesai,D3,"3,43","Struktur Beton, Gambar Teknik, Manajemen Konstruksi, Hidrologi, Statika","AutoCAD, Excel",Cisco CCNA,Magang di Telkom,-,Penelitian Sosial
Tri Yolanda,IPS,SMAN 1 Ciparay,PERSANDIAN,4/14/2021,6/20/2021,Selesai,SMA,81,"Bahasa Indonesia, Sejarah, Sosiologi, Ekonomi, Geografi","AutoCAD, Excel",-,Magang di Telkom,BEM,Website Kampus
Cayadi Hasanah,IPS,SMKN 2 Baleendah,PERSANDIAN,4/5/2021,6/2/2021,Selesai,SMA,84,"Bahasa Indonesia, Geografi, Sosiologi, Sejarah, Ekonomi","Adobe, UI/UX",Cisco CCNA,Magang di Telkom,OSIS,Penelitian Sosial
Gambira Puspita,IPS,SMKN 2 Baleendah,PERSANDIAN,5/5/2021,6/20/2021,Selesai,SMA,93,"Sejarah, Geografi, PPKn, Ekonomi, Sosiologi","AutoCAD, Excel",Cisco CCNA,Magang di Bank BJB,-,Website Kampus
Salimah Kusumo,Teknik Sipil,Universitas Komputer Indonesia,PERSANDIAN,5/14/2021,6/14/2021,Selesai,D3,"2,87","Manajemen Konstruksi, Statika, Gambar Teknik, Hidrologi, Struktur Beton","PHP, Java",-,Magang di Diskominfo,OSIS,Penelitian Sosial
Garang Mandala,Teknik Informatika,Universitas Langlangbuana,PERSANDIAN,4/17/2021,5/20/2021,Selesai,D3,"3,59","Algoritma, Pemrograman Web, Struktur Data, Basis Data, Kecerdasan Buatan","Adobe, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,BEM,Website Kampus
Titin Latupono,Ilmu Komunikasi,Universitas Langlangbuana,PERSANDIAN,5/21/2021,6/5/2021,Selesai,D3,"3,66","Fotografi, Sosiologi Komunikasi, Komunikasi Massa, Public Speaking, Jurnalistik","PHP, Java",Adobe Certified,Magang di Diskominfo,-,Aplikasi Mobile
Sutan Bajragin Mandasari,Psikologi,Politeknik Piksi Ganesha Bandung,PERSANDIAN,5/14/2021,6/17/2021,Selesai,D3,"3,25","Teori Kepribadian, Psikologi Pendidikan, Psikologi Klinis, Metodologi Psikologi, Konseling","Adobe, UI/UX",-,Magang di Bank BJB,-,Video Animasi
Bahuwirya Prayoga,Sistem Informasi,Institut Teknologi Nasional Bandung,PERSANDIAN,4/5/2021,5/20/2021,Selesai,D3,"3,55","Pemrograman, Rekayasa Perangkat Lunak, Manajemen Proyek, Analisis Sistem, Basis Data","Adobe, UI/UX",Adobe Certified,Magang di Bank BJB,-,Website Kampus
Nrima Nurdiyanti,IPA,SMKN 1 Katapang,APTIKA,5/9/2021,6/25/2021,Selesai,SMA,75,"Matematika, Kimia, Biologi, Bahasa Inggris, Fisika","Python, SQL",Microsoft Office Specialist,Magang di Diskominfo,-,Website Kampus
Titi Rahimah,Teknik Informatika,Politeknik Piksi Ganesha Bandung,APTIKA,4/14/2021,6/20/2021,Selesai,D3,"3,69","Struktur Data, Jaringan Komputer, Basis Data, Pemrograman Web, Algoritma","AutoCAD, Excel",Microsoft Office Specialist,Magang di Diskominfo,Himpunan Mahasiswa,Website Kampus
Makara Sitompul,IPA,SMAN 1 Ciparay,APTIKA,4/5/2021,6/2/2021,Selesai,SMA,93,"Bahasa Inggris, Kimia, Matematika, Fisika, Biologi","PHP, Java",Cisco CCNA,Magang di Bank BJB,BEM,Website Kampus
Marsudi Tampubolon,IPA,SMKN 2 Baleendah,APTIKA,5/5/2021,6/20/2021,Selesai,SMA,76,"Fisika, Kimia, Informatika, Bahasa Inggris, Biologi","PHP, Java",Microsoft Office Specialist,-,-,-
Zizi Sitorus,IPS,SMKN 1 Katapang,APTIKA,5/14/2021,6/14/2021,Selesai,SMA,76,"Sejarah, PPKn, Ekonomi, Geografi, Sosiologi","PHP, Java",Cisco CCNA,Magang di Bank BJB,-,Website Kampus
Tari Sitorus,Teknik Sipil,Politeknik Piksi Ganesha Bandung,APTIKA,4/17/2021,5/20/2021,Selesai,D3,"2,97","Gambar Teknik, Hidrologi, Struktur Beton, Statika, Mekanika Tanah","AutoCAD, Excel",-,Magang di Diskominfo,OSIS,Website Kampus
Wasis Zulkarnain,IPS,SMKN 1 Katapang,APTIKA,5/21/2021,6/5/2021,Selesai,SMA,79,"Ekonomi, Sejarah, PPKn, Geografi, Sosiologi","Adobe, UI/UX",Adobe Certified,-,OSIS,Penelitian Sosial
Atma Farida,Psikologi,Institut Teknologi Nasional Bandung,APTIKA,5/14/2021,6/17/2021,Selesai,D3,"3,65","Psikologi Klinis, Metodologi Psikologi, Psikologi Sosial, Konseling, Psikologi Pendidikan","Excel, UI/UX",-,Magang di Telkom,OSIS,Website Kampus
Janet Farida,Multimedia,SMKN 2 Baleendah,APTIKA,4/5/2021,5/20/2021,Selesai,SMK,89,"Editing Video, UI/UX, Animasi, Fotografi, Desain 3D","Python, SQL",Cisco CCNA,Magang di Bank BJB,-,Video Animasi
Victoria Mangunsong,IPS,SMAN 1 Majalaya,APTIKA,5/9/2021,6/25/2021,Selesai,SMA,84,"Geografi, PPKn, Sejarah, Sosiologi, Ekonomi","Python, SQL",-,Magang di Telkom,BEM,Penelitian Sosial
Mursita Nurdiyanti,Ilmu Komunikasi,Universitas Langlangbuana,SEKRE,5/9/2021,6/25/2021,Selesai,D3,"2,86","Public Speaking, Manajemen Media, Jurnalistik, Fotografi, Komunikasi Massa","Excel, UI/UX",-,Magang di Telkom,OSIS,-
Xanana Simbolon,IPA,SMAN 1 Majalaya,SEKRE,4/14/2021,6/20/2021,Selesai,SMA,96,"Biologi, Informatika, Matematika, Kimia, Fisika","Adobe, UI/UX",-,Magang di Telkom,-,Penelitian Sosial
Vera Suwarno,Sistem Informasi,Politeknik Piksi Ganesha Bandung,SEKRE,4/5/2021,6/2/2021,Selesai,D3,"2,84","Basis Data, Manajemen Proyek, Analisis Sistem, Rekayasa Perangkat Lunak, Jaringan","Adobe, UI/UX",-,Magang di Bank BJB,-,Website Kampus
Elma Dabukke,Teknik Informatika,Universitas Bale Bandung,SEKRE,5/5/2021,6/20/2021,Selesai,D3,"3,5","Basis Data, Struktur Data, Pemrograman Web, Kecerdasan Buatan, Algoritma","Excel, UI/UX",Adobe Certified,-,OSIS,Website Kampus
Maman Wijaya,Multimedia,SMKN 2 Baleendah,SEKRE,5/14/2021,6/14/2021,Selesai,SMK,95,"Animasi, Fotografi, Editing Video, Desain 3D, UI/UX","Adobe, UI/UX",Cisco CCNA,Magang di Bank BJB,Himpunan Mahasiswa,Website Kampus
Atmaja Pranowo,IPS,SMAN 1 Majalaya,SEKRE,4/17/2021,5/20/2021,Selesai,SMA,76,"PPKn, Ekonomi, Sejarah, Bahasa Indonesia, Geografi","AutoCAD, Excel",Cisco CCNA,Magang di Telkom,OSIS,-
Estiono Prastuti,Ilmu Komunikasi,Universitas Komputer Indonesia,SEKRE,5/21/2021,6/5/2021,Selesai,D3,"2,78","Sosiologi Komunikasi, Jurnalistik, Fotografi, Manajemen Media, Public Speaking","Adobe, UI/UX",Adobe Certified,Magang di Bank BJB,OSIS,Website Kampus
Jamal Hutasoit,Ilmu Komunikasi,Universitas Komputer Indonesia,SEKRE,5/14/2021,6/17/2021,Selesai,D3,"3,29","Fotografi, Komunikasi Massa, Public Speaking, Jurnalistik, Sosiologi Komunikasi","PHP, Java",-,Magang di Bank BJB,Himpunan Mahasiswa,Video Animasi
Wasis Yolanda,RPL,SMKN 1 Katapang,SEKRE,4/5/2021,5/20/2021,Selesai,SMK,97,"PBO, Desain UI/UX, Sistem Operasi, Pemrograman, Basis Data","Excel, UI/UX",-,Magang di Diskominfo,OSIS,Penelitian Sosial
Rangga Wijayanti,Ilmu Komunikasi,Politeknik Piksi Ganesha Bandung,SEKRE,5/9/2021,6/25/2021,Selesai,D3,"3,57","Sosiologi Komunikasi, Manajemen Media, Komunikasi Massa, Fotografi, Jurnalistik","Adobe, UI/UX",-,Magang di Diskominfo,-,-
Edi Rahayu,IPA,SMAN 1 Majalaya,STATISTIK,5/9/2021,6/25/2021,Selesai,SMA,78,"Bahasa Inggris, Biologi, Informatika, Kimia, Fisika","Excel, UI/UX",-,Magang di Telkom,BEM,Video Animasi
Umay Hakim,Teknik Informatika,Institut Teknologi Nasional Bandung,STATISTIK,4/14/2021,6/20/2021,Selesai,S1,"3,29","Struktur Data, Kecerdasan Buatan, Basis Data, Pemrograman Web, Algoritma","Excel, UI/UX",-,Magang di Diskominfo,OSIS,Video Animasi
Lili Santoso,Teknik Sipil,Institut Teknologi Nasional Bandung,STATISTIK,4/5/2021,6/2/2021,Selesai,S1,"3,78","Statika, Hidrologi, Struktur Beton, Mekanika Tanah, Gambar Teknik","Python, SQL",Cisco CCNA,Magang di Diskominfo,Himpunan Mahasiswa,Penelitian Sosial
Cut Kiandra Najmudin,Teknik Sipil,Universitas Bale Bandung,STATISTIK,5/5/2021,6/20/2021,Selesai,S1,"3,28","Struktur Beton, Manajemen Konstruksi, Mekanika Tanah, Gambar Teknik, Statika","Python, SQL",Cisco CCNA,Magang di Telkom,Himpunan Mahasiswa,Aplikasi Mobile
Samiah Mulyani,IPS,SMKN 2 Baleendah,STATISTIK,5/14/2021,6/14/2021,Selesai,SMA,77,"PPKn, Ekonomi, Sosiologi, Sejarah, Geografi","Adobe, UI/UX",Cisco CCNA,-,-,Aplikasi Mobile
Maida Melani,Multimedia,SMAN 1 Banjaran,STATISTIK,4/17/2021,5/20/2021,Selesai,SMK,98,"Editing Video, UI/UX, Animasi, Fotografi, Desain 3D","Excel, UI/UX",Microsoft Office Specialist,Magang di Diskominfo,BEM,Website Kampus
Samiah Sitompul,Teknik Informatika,Universitas Bale Bandung,STATISTIK,5/21/2021,6/5/2021,Selesai,S1,"3,04","Basis Data, Jaringan Komputer, Pemrograman Web, Kecerdasan Buatan, Struktur Data","AutoCAD, Excel",Adobe Certified,Magang di Bank BJB,Himpunan Mahasiswa,-
Danuja Padmasari,Teknik Informatika,Politeknik Piksi Ganesha Bandung,STATISTIK,5/14/2021,6/17/2021,Selesai,S1,"3,81","Struktur Data, Kecerdasan Buatan, Basis Data, Jaringan Komputer, Algoritma","AutoCAD, Excel",-,Magang di Diskominfo,-,-
Yessi Usada,RPL,SMAN 1 Ciparay,STATISTIK,4/5/2021,5/20/2021,Selesai,SMK,89,"Jaringan Komputer, Sistem Operasi, Pemrograman, PBO, Desain UI/UX","Python, SQL",Microsoft Office Specialist,Magang di Diskominfo,OSIS,Aplikasi Mobile
Najwa Situmorang,IPA,SMAN 1 Ciparay,STATISTIK,5/9/2021,6/25/2021,Selesai,SMA,98,"Matematika, Biologi, Fisika, Informatika, Bahasa Inggris","PHP, Java",Cisco CCNA,-,-,Penelitian Sosial
Hasna Kuswandari,Multimedia,SMKN 1 Katapang,TIK,7/5/2021,8/20/2021,Selesai,SMK,78,"Animasi, Fotografi, Desain Grafis, Desain 3D, Editing Video","Python, SQL",-,Magang di Telkom,OSIS,Penelitian Sosial
Dirja Widodo,Ilmu Komunikasi,Universitas Bale Bandung,TIK,7/9/2021,9/25/2021,Selesai,D3,"3,1","Komunikasi Massa, Manajemen Media, Fotografi, Public Speaking, Sosiologi Komunikasi","Excel, UI/UX",-,Magang di Diskominfo,Himpunan Mahasiswa,Aplikasi Mobile
Lasmono Lailasari,Multimedia,SMKN 2 Baleendah,TIK,8/14/2021,9/20/2021,Selesai,SMK,75,"Fotografi, Desain 3D, UI/UX, Desain Grafis, Animasi","Python, SQL",Cisco CCNA,Magang di Diskominfo,BEM,Video Animasi
Teddy Prakasa,Sistem Informasi,Universitas Komputer Indonesia,TIK,7/5/2021,8/2/2021,Selesai,S1,"3,83","Rekayasa Perangkat Lunak, Analisis Sistem, Manajemen Proyek, Jaringan, Pemrograman","Adobe, UI/UX",Adobe Certified,-,Himpunan Mahasiswa,Aplikasi Mobile
Diana Sihombing,IPS,SMKN 1 Katapang,TIK,7/5/2021,8/20/2021,Selesai,SMA,83,"Geografi, Ekonomi, Bahasa Indonesia, PPKn, Sosiologi","Adobe, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,-,-
Jessica Mansur,IPS,SMAN 1 Ciparay,TIK,7/14/2021,9/14/2021,Selesai,SMA,82,"Bahasa Indonesia, Geografi, Ekonomi, Sejarah, PPKn","PHP, Java",-,-,OSIS,Video Animasi
Danu Nuraini,Sistem Informasi,Universitas Langlangbuana,TIK,7/17/2021,9/20/2021,Selesai,S1,"2,96","Analisis Sistem, Manajemen Proyek, Jaringan, Rekayasa Perangkat Lunak, Basis Data","Excel, UI/UX",Cisco CCNA,Magang di Telkom,Himpunan Mahasiswa,Penelitian Sosial
Widya Rahmawati,IPA,SMKN 1 Katapang,TIK,7/21/2021,9/5/2021,Selesai,SMA,91,"Informatika, Biologi, Matematika, Bahasa Inggris, Kimia","AutoCAD, Excel",Microsoft Office Specialist,-,Himpunan Mahasiswa,Video Animasi
Gamanto Namaga,Sistem Informasi,Universitas Bale Bandung,TIK,7/14/2021,8/17/2021,Selesai,S1,"3,62","Manajemen Proyek, Pemrograman, Rekayasa Perangkat Lunak, Basis Data, Analisis Sistem","Adobe, UI/UX",-,Magang di Bank BJB,OSIS,Website Kampus
Ika Wastuti,Multimedia,SMAN 1 Banjaran,TIK,8/5/2021,9/20/2021,Selesai,SMK,75,"UI/UX, Desain 3D, Desain Grafis, Animasi, Editing Video","Excel, UI/UX",-,Magang di Telkom,-,Penelitian Sosial
Garang Puspasari,IPS,SMAN 1 Ciparay,IKP,7/9/2021,9/25/2021,Selesai,SMA,82,"Bahasa Indonesia, PPKn, Sosiologi, Sejarah, Ekonomi","AutoCAD, Excel",Microsoft Office Specialist,Magang di Bank BJB,BEM,-
Bagas Hastuti,IPS,SMAN 1 Banjaran,IKP,7/5/2021,8/20/2021,Selesai,SMA,94,"PPKn, Bahasa Indonesia, Ekonomi, Sosiologi, Geografi","Adobe, UI/UX",Adobe Certified,Magang di Bank BJB,OSIS,Aplikasi Mobile
Kayun Riyanti,IPS,SMAN 1 Banjaran,IKP,7/9/2021,9/25/2021,Selesai,SMA,89,"Sosiologi, Bahasa Indonesia, Ekonomi, Geografi, PPKn","AutoCAD, Excel",Cisco CCNA,Magang di Telkom,OSIS,Website Kampus
Ade Anggriawan,RPL,SMAN 1 Banjaran,IKP,8/14/2021,9/20/2021,Selesai,SMK,78,"Desain UI/UX, Jaringan Komputer, Pemrograman, Basis Data, Sistem Operasi","Excel, UI/UX",Adobe Certified,Magang di Bank BJB,BEM,Video Animasi
Lintang Latupono,Sistem Informasi,Politeknik Piksi Ganesha Bandung,IKP,7/5/2021,8/2/2021,Selesai,S1,"3,83","Basis Data, Jaringan, Analisis Sistem, Pemrograman, Manajemen Proyek","AutoCAD, Excel",-,-,-,-
Salwa Pertiwi,IPA,SMKN 2 Baleendah,IKP,7/5/2021,8/20/2021,Selesai,SMA,80,"Kimia, Fisika, Matematika, Bahasa Inggris, Informatika","Adobe, UI/UX",Microsoft Office Specialist,Magang di Telkom,Himpunan Mahasiswa,Aplikasi Mobile
Hamima Rahimah,Sistem Informasi,Institut Teknologi Nasional Bandung,IKP,7/14/2021,9/14/2021,Selesai,S1,"3,68","Rekayasa Perangkat Lunak, Basis Data, Manajemen Proyek, Jaringan, Pemrograman","Adobe, UI/UX",-,-,Himpunan Mahasiswa,Website Kampus
Nabila Simbolon,IPA,SMAN 1 Banjaran,IKP,7/17/2021,9/20/2021,Selesai,SMA,88,"Biologi, Kimia, Matematika, Bahasa Inggris, Fisika","Excel, UI/UX",Cisco CCNA,Magang di Diskominfo,BEM,Video Animasi
Bakiman Mulyani,Teknik Informatika,Universitas Bale Bandung,IKP,7/21/2021,9/5/2021,Selesai,S1,"3,54","Pemrograman Web, Basis Data, Kecerdasan Buatan, Algoritma, Struktur Data","Python, SQL",-,Magang di Bank BJB,Himpunan Mahasiswa,Penelitian Sosial
Margana Nashiruddin,Ilmu Komunikasi,Universitas Langlangbuana,IKP,7/14/2021,8/17/2021,Selesai,S1,"3,32","Public Speaking, Manajemen Media, Jurnalistik, Sosiologi Komunikasi, Fotografi","Excel, UI/UX",Microsoft Office Specialist,Magang di Diskominfo,OSIS,-
Zahra Hidayat,IPA,SMAN 1 Ciparay,PERSANDIAN,8/5/2021,9/20/2021,Selesai,SMA,81,"Matematika, Bahasa Inggris, Fisika, Informatika, Biologi","Python, SQL",-,Magang di Diskominfo,OSIS,-
Michelle Sitorus,Teknik Informatika,Universitas Bale Bandung,PERSANDIAN,7/9/2021,9/25/2021,Selesai,S1,"3,26","Algoritma, Basis Data, Pemrograman Web, Kecerdasan Buatan, Jaringan Komputer","Adobe, UI/UX",Cisco CCNA,Magang di Telkom,Himpunan Mahasiswa,Aplikasi Mobile
Gangsar Salahudin,Psikologi,Universitas Komputer Indonesia,PERSANDIAN,7/5/2021,8/20/2021,Selesai,S1,"2,92","Psikologi Sosial, Psikologi Klinis, Metodologi Psikologi, Psikologi Pendidikan, Konseling","PHP, Java",Microsoft Office Specialist,Magang di Bank BJB,Himpunan Mahasiswa,Penelitian Sosial
Carla Jailani,RPL,SMAN 1 Banjaran,PERSANDIAN,7/9/2021,9/25/2021,Selesai,SMK,95,"Basis Data, Sistem Operasi, PBO, Desain UI/UX, Jaringan Komputer","Excel, UI/UX",Cisco CCNA,Magang di Telkom,-,Video Animasi
Jasmin Wahyudin,Ilmu Komunikasi,Universitas Bale Bandung,PERSANDIAN,8/14/2021,9/20/2021,Selesai,S1,"2,99","Fotografi, Jurnalistik, Sosiologi Komunikasi, Public Speaking, Manajemen Media","AutoCAD, Excel",-,Magang di Diskominfo,-,Penelitian Sosial
Gawati Siregar,IPA,SMKN 1 Katapang,PERSANDIAN,7/5/2021,8/2/2021,Selesai,SMA,92,"Biologi, Bahasa Inggris, Informatika, Matematika, Fisika","Excel, UI/UX",-,Magang di Telkom,Himpunan Mahasiswa,Penelitian Sosial
Sutan Xanana Nuraini,RPL,SMKN 1 Katapang,PERSANDIAN,7/5/2021,8/20/2021,Selesai,SMK,87,"Basis Data, Jaringan Komputer, PBO, Sistem Operasi, Desain UI/UX","PHP, Java",Microsoft Office Specialist,Magang di Bank BJB,-,Aplikasi Mobile
Nalar Nashiruddin,Sistem Informasi,Universitas Komputer Indonesia,PERSANDIAN,7/14/2021,9/14/2021,Selesai,S1,"3,76","Manajemen Proyek, Jaringan, Rekayasa Perangkat Lunak, Analisis Sistem, Pemrograman","AutoCAD, Excel",Adobe Certified,Magang di Telkom,BEM,Penelitian Sosial
Anggabaya Palastri,Ilmu Komunikasi,Universitas Komputer Indonesia,PERSANDIAN,7/17/2021,9/20/2021,Selesai,S1,"2,97","Komunikasi Massa, Sosiologi Komunikasi, Public Speaking, Fotografi, Jurnalistik","Python, SQL",-,-,BEM,Video Animasi
Ajeng Siregar,Ilmu Komunikasi,Universitas Bale Bandung,PERSANDIAN,7/21/2021,9/5/2021,Selesai,S1,"3,2","Manajemen Media, Jurnalistik, Komunikasi Massa, Public Speaking, Fotografi","PHP, Java",Cisco CCNA,Magang di Diskominfo,BEM,-
Eli Kusumo,IPA,SMKN 2 Baleendah,APTIKA,7/14/2021,8/17/2021,Selesai,SMA,97,"Matematika, Bahasa Inggris, Kimia, Informatika, Fisika","Excel, UI/UX",Adobe Certified,Magang di Diskominfo,Himpunan Mahasiswa,Video Animasi
Lulut Riyanti,Multimedia,SMAN 1 Banjaran,APTIKA,8/5/2021,9/20/2021,Selesai,SMK,96,"Animasi, UI/UX, Desain Grafis, Desain 3D, Editing Video","Adobe, UI/UX",Cisco CCNA,Magang di Bank BJB,OSIS,Video Animasi
Jati Wibowo,IPA,SMAN 1 Banjaran,APTIKA,7/9/2021,9/25/2021,Selesai,SMA,92,"Kimia, Informatika, Biologi, Bahasa Inggris, Matematika","AutoCAD, Excel",-,Magang di Bank BJB,Himpunan Mahasiswa,Penelitian Sosial
Bakiman Saragih,IPA,SMAN 1 Majalaya,APTIKA,7/5/2021,8/20/2021,Selesai,SMA,81,"Fisika, Biologi, Informatika, Bahasa Inggris, Matematika","PHP, Java",Microsoft Office Specialist,-,-,Penelitian Sosial
Gawati Padmasari,Teknik Sipil,Institut Teknologi Nasional Bandung,APTIKA,7/9/2021,9/25/2021,Selesai,S1,"3,21","Struktur Beton, Gambar Teknik, Manajemen Konstruksi, Hidrologi, Mekanika Tanah","Adobe, UI/UX",Adobe Certified,Magang di Diskominfo,OSIS,Aplikasi Mobile
Heryanto Yuliarti,Teknik Informatika,Institut Teknologi Nasional Bandung,APTIKA,8/14/2021,9/20/2021,Selesai,S1,"3,64","Struktur Data, Pemrograman Web, Kecerdasan Buatan, Algoritma, Jaringan Komputer","AutoCAD, Excel",Adobe Certified,Magang di Bank BJB,OSIS,Website Kampus
Ifa Kusmawati,Ilmu Komunikasi,Institut Teknologi Nasional Bandung,APTIKA,7/5/2021,8/2/2021,Selesai,S1,"3,04","Jurnalistik, Sosiologi Komunikasi, Komunikasi Massa, Public Speaking, Fotografi","Adobe, UI/UX",-,Magang di Diskominfo,BEM,Website Kampus
Suci Maryati,Psikologi,Universitas Langlangbuana,APTIKA,7/5/2021,8/20/2021,Selesai,S1,"3,1","Psikologi Klinis, Metodologi Psikologi, Psikologi Pendidikan, Psikologi Sosial, Teori Kepribadian","Adobe, UI/UX",-,Magang di Bank BJB,-,Aplikasi Mobile
Balamantri Purwanti,RPL,SMAN 1 Ciparay,APTIKA,7/14/2021,9/14/2021,Selesai,SMK,78,"Desain UI/UX, Pemrograman, PBO, Jaringan Komputer, Sistem Operasi","Adobe, UI/UX",Adobe Certified,Magang di Bank BJB,BEM,Video Animasi
Laila Putra,Multimedia,SMAN 1 Ciparay,APTIKA,7/17/2021,9/20/2021,Selesai,SMK,83,"Desain Grafis, UI/UX, Editing Video, Desain 3D, Fotografi","Excel, UI/UX",Microsoft Office Specialist,Magang di Telkom,Himpunan Mahasiswa,Aplikasi Mobile
Melinda Saefullah,IPA,SMKN 2 Baleendah,SEKRE,7/21/2021,9/5/2021,Selesai,SMA,84,"Fisika, Matematika, Bahasa Inggris, Biologi, Kimia","Excel, UI/UX",Microsoft Office Specialist,Magang di Bank BJB,Himpunan Mahasiswa,Website Kampus
Halima Nuraini,Ilmu Komunikasi,Universitas Langlangbuana,SEKRE,7/14/2021,8/17/2021,Selesai,S1,"2,89","Manajemen Media, Sosiologi Komunikasi, Jurnalistik, Public Speaking, Komunikasi Massa","Excel, UI/UX",Adobe Certified,Magang di Telkom,Himpunan Mahasiswa,-
Wulan Nurdiyanti,Teknik Sipil,Politeknik Piksi Ganesha Bandung,SEKRE,8/5/2021,9/20/2021,Selesai,S1,"3,05","Statika, Mekanika Tanah, Struktur Beton, Hidrologi, Manajemen Konstruksi","Adobe, UI/UX",Adobe Certified,-,OSIS,Aplikasi Mobile
Gatot Haryanto,IPA,SMKN 1 Katapang,SEKRE,7/9/2021,9/25/2021,Selesai,SMA,87,"Kimia, Matematika, Bahasa Inggris, Fisika, Informatika","Adobe, UI/UX",-,Magang di Telkom,OSIS,Website Kampus
Mutia Purwanti,IPA,SMAN 1 Banjaran,SEKRE,7/5/2021,8/20/2021,Selesai,SMA,90,"Fisika, Kimia, Matematika, Biologi, Informatika","AutoCAD, Excel",-,Magang di Diskominfo,-,Penelitian Sosial
Prasetya Tarihoran,RPL,SMKN 2 Baleendah,SEKRE,7/9/2021,9/25/2021,Selesai,SMK,92,"Desain UI/UX, Pemrograman, Sistem Operasi, Basis Data, Jaringan Komputer","Python, SQL",Cisco CCNA,Magang di Diskominfo,Himpunan Mahasiswa,-
Aurora Suryono,Ilmu Komunikasi,Universitas Komputer Indonesia,SEKRE,8/14/2021,9/20/2021,Selesai,S1,"3,62","Komunikasi Massa, Public Speaking, Manajemen Media, Sosiologi Komunikasi, Fotografi","Python, SQL",-,Magang di Diskominfo,BEM,Video Animasi
Hani Wahyuni,Ilmu Komunikasi,Universitas Bale Bandung,SEKRE,7/5/2021,8/2/2021,Selesai,S1,"3,81","Sosiologi Komunikasi, Fotografi, Public Speaking, Komunikasi Massa, Jurnalistik","AutoCAD, Excel",Microsoft Office Specialist,Magang di Telkom,Himpunan Mahasiswa,Penelitian Sosial
Nabila Wijaya,Multimedia,SMAN 1 Banjaran,SEKRE,7/5/2021,8/20/2021,Selesai,SMK,93,"UI/UX, Desain 3D, Desain Grafis, Animasi, Editing Video","AutoCAD, Excel",Microsoft Office Specialist,-,-,-
Syahrini Maulana,Teknik Informatika,Universitas Komputer Indonesia,SEKRE,7/14/2021,9/14/2021,Selesai,S1,"3,13","Jaringan Komputer, Algoritma, Kecerdasan Buatan, Pemrograman Web, Struktur Data","Python, SQL",-,Magang di Bank BJB,Himpunan Mahasiswa,Video Animasi
Tiara Purwanti,RPL,SMKN 2 Baleendah,STATISTIK,7/17/2021,9/20/2021,Selesai,SMK,89,"Jaringan Komputer, Sistem Operasi, Basis Data, Desain UI/UX, PBO","Adobe, UI/UX",-,Magang di Bank BJB,OSIS,Video Animasi
